creative_id,title,angle,tier,source,source_width,source_height,platform,format,purpose,ratio,width,height,file
real-block-paved-driveway-before-after,Real driveway 50/50,Driveway kerb appeal,real-proof,assets/images/real-work/real-block-paved-driveway-before-after.webp,1600,1060,meta,feed-square-1080x1080,Facebook/Instagram Feed square,1:1,1080,1080,assets/ad-exports/meta/feed-square-1080x1080/antsjets-real-block-paved-driveway-before-after-1080x1080.jpg
real-block-paved-driveway-before-after,Real driveway 50/50,Driveway kerb appeal,real-proof,assets/images/real-work/real-block-paved-driveway-before-after.webp,1600,1060,meta,feed-portrait-1080x1350,Facebook/Instagram Feed portrait,4:5,1080,1350,assets/ad-exports/meta/feed-portrait-1080x1350/antsjets-real-block-paved-driveway-before-after-1080x1350.jpg
real-block-paved-driveway-before-after,Real driveway 50/50,Driveway kerb appeal,real-proof,assets/images/real-work/real-block-paved-driveway-before-after.webp,1600,1060,meta,stories-reels-1080x1920,Stories/Reels vertical,9:16,1080,1920,assets/ad-exports/meta/stories-reels-1080x1920/antsjets-real-block-paved-driveway-before-after-1080x1920.jpg
real-block-paved-driveway-before-after,Real driveway 50/50,Driveway kerb appeal,real-proof,assets/images/real-work/real-block-paved-driveway-before-after.webp,1600,1060,meta,link-landscape-1200x628,Facebook link/ad landscape,1.91:1,1200,628,assets/ad-exports/meta/link-landscape-1200x628/antsjets-real-block-paved-driveway-before-after-1200x628.jpg
real-block-paved-driveway-before-after,Real driveway 50/50,Driveway kerb appeal,real-proof,assets/images/real-work/real-block-paved-driveway-before-after.webp,1600,1060,google,landscape-1200x628,Google Ads landscape image,1.91:1,1200,628,assets/ad-exports/google/landscape-1200x628/antsjets-real-block-paved-driveway-before-after-1200x628.jpg
real-block-paved-driveway-before-after,Real driveway 50/50,Driveway kerb appeal,real-proof,assets/images/real-work/real-block-paved-driveway-before-after.webp,1600,1060,google,square-1200x1200,Google Ads square image,1:1,1200,1200,assets/ad-exports/google/square-1200x1200/antsjets-real-block-paved-driveway-before-after-1200x1200.jpg
real-block-paved-driveway-before-after,Real driveway 50/50,Driveway kerb appeal,real-proof,assets/images/real-work/real-block-paved-driveway-before-after.webp,1600,1060,google,portrait-960x1200,Google Ads portrait image,4:5,960,1200,assets/ad-exports/google/portrait-960x1200/antsjets-real-block-paved-driveway-before-after-960x1200.jpg
real-block-paved-driveway-before-after,Real driveway 50/50,Driveway kerb appeal,real-proof,assets/images/real-work/real-block-paved-driveway-before-after.webp,1600,1060,google,display-300x250,Medium rectangle,6:5,300,250,assets/ad-exports/google/display-300x250/antsjets-real-block-paved-driveway-before-after-300x250.jpg
real-block-paved-driveway-before-after,Real driveway 50/50,Driveway kerb appeal,real-proof,assets/images/real-work/real-block-paved-driveway-before-after.webp,1600,1060,google,display-728x90,Leaderboard,728:90,728,90,assets/ad-exports/google/display-728x90/antsjets-real-block-paved-driveway-before-after-728x90.jpg
real-block-paved-driveway-before-after,Real driveway 50/50,Driveway kerb appeal,real-proof,assets/images/real-work/real-block-paved-driveway-before-after.webp,1600,1060,google,display-160x600,Wide skyscraper,4:15,160,600,assets/ad-exports/google/display-160x600/antsjets-real-block-paved-driveway-before-after-160x600.jpg
real-block-paved-driveway-before-after,Real driveway 50/50,Driveway kerb appeal,real-proof,assets/images/real-work/real-block-paved-driveway-before-after.webp,1600,1060,google,display-300x600,Half page,1:2,300,600,assets/ad-exports/google/display-300x600/antsjets-real-block-paved-driveway-before-after-300x600.jpg
real-block-paved-driveway-before-after,Real driveway 50/50,Driveway kerb appeal,real-proof,assets/images/real-work/real-block-paved-driveway-before-after.webp,1600,1060,google,display-320x50,Mobile leaderboard,32:5,320,50,assets/ad-exports/google/display-320x50/antsjets-real-block-paved-driveway-before-after-320x50.jpg
real-sandstone-patio-main-before-after,Real sandstone patio 50/50,Patio refresh,real-proof,assets/images/real-work/real-sandstone-patio-main-before-after.webp,1600,1060,meta,feed-square-1080x1080,Facebook/Instagram Feed square,1:1,1080,1080,assets/ad-exports/meta/feed-square-1080x1080/antsjets-real-sandstone-patio-main-before-after-1080x1080.jpg
real-sandstone-patio-main-before-after,Real sandstone patio 50/50,Patio refresh,real-proof,assets/images/real-work/real-sandstone-patio-main-before-after.webp,1600,1060,meta,feed-portrait-1080x1350,Facebook/Instagram Feed portrait,4:5,1080,1350,assets/ad-exports/meta/feed-portrait-1080x1350/antsjets-real-sandstone-patio-main-before-after-1080x1350.jpg
real-sandstone-patio-main-before-after,Real sandstone patio 50/50,Patio refresh,real-proof,assets/images/real-work/real-sandstone-patio-main-before-after.webp,1600,1060,meta,stories-reels-1080x1920,Stories/Reels vertical,9:16,1080,1920,assets/ad-exports/meta/stories-reels-1080x1920/antsjets-real-sandstone-patio-main-before-after-1080x1920.jpg
real-sandstone-patio-main-before-after,Real sandstone patio 50/50,Patio refresh,real-proof,assets/images/real-work/real-sandstone-patio-main-before-after.webp,1600,1060,meta,link-landscape-1200x628,Facebook link/ad landscape,1.91:1,1200,628,assets/ad-exports/meta/link-landscape-1200x628/antsjets-real-sandstone-patio-main-before-after-1200x628.jpg
real-sandstone-patio-main-before-after,Real sandstone patio 50/50,Patio refresh,real-proof,assets/images/real-work/real-sandstone-patio-main-before-after.webp,1600,1060,google,landscape-1200x628,Google Ads landscape image,1.91:1,1200,628,assets/ad-exports/google/landscape-1200x628/antsjets-real-sandstone-patio-main-before-after-1200x628.jpg
real-sandstone-patio-main-before-after,Real sandstone patio 50/50,Patio refresh,real-proof,assets/images/real-work/real-sandstone-patio-main-before-after.webp,1600,1060,google,square-1200x1200,Google Ads square image,1:1,1200,1200,assets/ad-exports/google/square-1200x1200/antsjets-real-sandstone-patio-main-before-after-1200x1200.jpg
real-sandstone-patio-main-before-after,Real sandstone patio 50/50,Patio refresh,real-proof,assets/images/real-work/real-sandstone-patio-main-before-after.webp,1600,1060,google,portrait-960x1200,Google Ads portrait image,4:5,960,1200,assets/ad-exports/google/portrait-960x1200/antsjets-real-sandstone-patio-main-before-after-960x1200.jpg
real-sandstone-patio-main-before-after,Real sandstone patio 50/50,Patio refresh,real-proof,assets/images/real-work/real-sandstone-patio-main-before-after.webp,1600,1060,google,display-300x250,Medium rectangle,6:5,300,250,assets/ad-exports/google/display-300x250/antsjets-real-sandstone-patio-main-before-after-300x250.jpg
real-sandstone-patio-main-before-after,Real sandstone patio 50/50,Patio refresh,real-proof,assets/images/real-work/real-sandstone-patio-main-before-after.webp,1600,1060,google,display-728x90,Leaderboard,728:90,728,90,assets/ad-exports/google/display-728x90/antsjets-real-sandstone-patio-main-before-after-728x90.jpg
real-sandstone-patio-main-before-after,Real sandstone patio 50/50,Patio refresh,real-proof,assets/images/real-work/real-sandstone-patio-main-before-after.webp,1600,1060,google,display-160x600,Wide skyscraper,4:15,160,600,assets/ad-exports/google/display-160x600/antsjets-real-sandstone-patio-main-before-after-160x600.jpg
real-sandstone-patio-main-before-after,Real sandstone patio 50/50,Patio refresh,real-proof,assets/images/real-work/real-sandstone-patio-main-before-after.webp,1600,1060,google,display-300x600,Half page,1:2,300,600,assets/ad-exports/google/display-300x600/antsjets-real-sandstone-patio-main-before-after-300x600.jpg
real-sandstone-patio-main-before-after,Real sandstone patio 50/50,Patio refresh,real-proof,assets/images/real-work/real-sandstone-patio-main-before-after.webp,1600,1060,google,display-320x50,Mobile leaderboard,32:5,320,50,assets/ad-exports/google/display-320x50/antsjets-real-sandstone-patio-main-before-after-320x50.jpg
real-sandstone-patio-side-before-after,Real patio side angle,Patio carousel backup,real-proof,assets/images/real-work/real-sandstone-patio-side-before-after.webp,1600,1060,meta,feed-square-1080x1080,Facebook/Instagram Feed square,1:1,1080,1080,assets/ad-exports/meta/feed-square-1080x1080/antsjets-real-sandstone-patio-side-before-after-1080x1080.jpg
real-sandstone-patio-side-before-after,Real patio side angle,Patio carousel backup,real-proof,assets/images/real-work/real-sandstone-patio-side-before-after.webp,1600,1060,meta,feed-portrait-1080x1350,Facebook/Instagram Feed portrait,4:5,1080,1350,assets/ad-exports/meta/feed-portrait-1080x1350/antsjets-real-sandstone-patio-side-before-after-1080x1350.jpg
real-sandstone-patio-side-before-after,Real patio side angle,Patio carousel backup,real-proof,assets/images/real-work/real-sandstone-patio-side-before-after.webp,1600,1060,meta,stories-reels-1080x1920,Stories/Reels vertical,9:16,1080,1920,assets/ad-exports/meta/stories-reels-1080x1920/antsjets-real-sandstone-patio-side-before-after-1080x1920.jpg
real-sandstone-patio-side-before-after,Real patio side angle,Patio carousel backup,real-proof,assets/images/real-work/real-sandstone-patio-side-before-after.webp,1600,1060,meta,link-landscape-1200x628,Facebook link/ad landscape,1.91:1,1200,628,assets/ad-exports/meta/link-landscape-1200x628/antsjets-real-sandstone-patio-side-before-after-1200x628.jpg
real-sandstone-patio-side-before-after,Real patio side angle,Patio carousel backup,real-proof,assets/images/real-work/real-sandstone-patio-side-before-after.webp,1600,1060,google,landscape-1200x628,Google Ads landscape image,1.91:1,1200,628,assets/ad-exports/google/landscape-1200x628/antsjets-real-sandstone-patio-side-before-after-1200x628.jpg
real-sandstone-patio-side-before-after,Real patio side angle,Patio carousel backup,real-proof,assets/images/real-work/real-sandstone-patio-side-before-after.webp,1600,1060,google,square-1200x1200,Google Ads square image,1:1,1200,1200,assets/ad-exports/google/square-1200x1200/antsjets-real-sandstone-patio-side-before-after-1200x1200.jpg
real-sandstone-patio-side-before-after,Real patio side angle,Patio carousel backup,real-proof,assets/images/real-work/real-sandstone-patio-side-before-after.webp,1600,1060,google,portrait-960x1200,Google Ads portrait image,4:5,960,1200,assets/ad-exports/google/portrait-960x1200/antsjets-real-sandstone-patio-side-before-after-960x1200.jpg
real-sandstone-patio-side-before-after,Real patio side angle,Patio carousel backup,real-proof,assets/images/real-work/real-sandstone-patio-side-before-after.webp,1600,1060,google,display-300x250,Medium rectangle,6:5,300,250,assets/ad-exports/google/display-300x250/antsjets-real-sandstone-patio-side-before-after-300x250.jpg
real-sandstone-patio-side-before-after,Real patio side angle,Patio carousel backup,real-proof,assets/images/real-work/real-sandstone-patio-side-before-after.webp,1600,1060,google,display-728x90,Leaderboard,728:90,728,90,assets/ad-exports/google/display-728x90/antsjets-real-sandstone-patio-side-before-after-728x90.jpg
real-sandstone-patio-side-before-after,Real patio side angle,Patio carousel backup,real-proof,assets/images/real-work/real-sandstone-patio-side-before-after.webp,1600,1060,google,display-160x600,Wide skyscraper,4:15,160,600,assets/ad-exports/google/display-160x600/antsjets-real-sandstone-patio-side-before-after-160x600.jpg
real-sandstone-patio-side-before-after,Real patio side angle,Patio carousel backup,real-proof,assets/images/real-work/real-sandstone-patio-side-before-after.webp,1600,1060,google,display-300x600,Half page,1:2,300,600,assets/ad-exports/google/display-300x600/antsjets-real-sandstone-patio-side-before-after-300x600.jpg
real-sandstone-patio-side-before-after,Real patio side angle,Patio carousel backup,real-proof,assets/images/real-work/real-sandstone-patio-side-before-after.webp,1600,1060,google,display-320x50,Mobile leaderboard,32:5,320,50,assets/ad-exports/google/display-320x50/antsjets-real-sandstone-patio-side-before-after-320x50.jpg
real-block-driveway-garage-before-after,Real garage driveway 50/50,Driveway retargeting,real-proof,assets/images/real-work/real-block-driveway-garage-before-after.webp,1600,1060,meta,feed-square-1080x1080,Facebook/Instagram Feed square,1:1,1080,1080,assets/ad-exports/meta/feed-square-1080x1080/antsjets-real-block-driveway-garage-before-after-1080x1080.jpg
real-block-driveway-garage-before-after,Real garage driveway 50/50,Driveway retargeting,real-proof,assets/images/real-work/real-block-driveway-garage-before-after.webp,1600,1060,meta,feed-portrait-1080x1350,Facebook/Instagram Feed portrait,4:5,1080,1350,assets/ad-exports/meta/feed-portrait-1080x1350/antsjets-real-block-driveway-garage-before-after-1080x1350.jpg
real-block-driveway-garage-before-after,Real garage driveway 50/50,Driveway retargeting,real-proof,assets/images/real-work/real-block-driveway-garage-before-after.webp,1600,1060,meta,stories-reels-1080x1920,Stories/Reels vertical,9:16,1080,1920,assets/ad-exports/meta/stories-reels-1080x1920/antsjets-real-block-driveway-garage-before-after-1080x1920.jpg
real-block-driveway-garage-before-after,Real garage driveway 50/50,Driveway retargeting,real-proof,assets/images/real-work/real-block-driveway-garage-before-after.webp,1600,1060,meta,link-landscape-1200x628,Facebook link/ad landscape,1.91:1,1200,628,assets/ad-exports/meta/link-landscape-1200x628/antsjets-real-block-driveway-garage-before-after-1200x628.jpg
real-block-driveway-garage-before-after,Real garage driveway 50/50,Driveway retargeting,real-proof,assets/images/real-work/real-block-driveway-garage-before-after.webp,1600,1060,google,landscape-1200x628,Google Ads landscape image,1.91:1,1200,628,assets/ad-exports/google/landscape-1200x628/antsjets-real-block-driveway-garage-before-after-1200x628.jpg
real-block-driveway-garage-before-after,Real garage driveway 50/50,Driveway retargeting,real-proof,assets/images/real-work/real-block-driveway-garage-before-after.webp,1600,1060,google,square-1200x1200,Google Ads square image,1:1,1200,1200,assets/ad-exports/google/square-1200x1200/antsjets-real-block-driveway-garage-before-after-1200x1200.jpg
real-block-driveway-garage-before-after,Real garage driveway 50/50,Driveway retargeting,real-proof,assets/images/real-work/real-block-driveway-garage-before-after.webp,1600,1060,google,portrait-960x1200,Google Ads portrait image,4:5,960,1200,assets/ad-exports/google/portrait-960x1200/antsjets-real-block-driveway-garage-before-after-960x1200.jpg
real-block-driveway-garage-before-after,Real garage driveway 50/50,Driveway retargeting,real-proof,assets/images/real-work/real-block-driveway-garage-before-after.webp,1600,1060,google,display-300x250,Medium rectangle,6:5,300,250,assets/ad-exports/google/display-300x250/antsjets-real-block-driveway-garage-before-after-300x250.jpg
real-block-driveway-garage-before-after,Real garage driveway 50/50,Driveway retargeting,real-proof,assets/images/real-work/real-block-driveway-garage-before-after.webp,1600,1060,google,display-728x90,Leaderboard,728:90,728,90,assets/ad-exports/google/display-728x90/antsjets-real-block-driveway-garage-before-after-728x90.jpg
real-block-driveway-garage-before-after,Real garage driveway 50/50,Driveway retargeting,real-proof,assets/images/real-work/real-block-driveway-garage-before-after.webp,1600,1060,google,display-160x600,Wide skyscraper,4:15,160,600,assets/ad-exports/google/display-160x600/antsjets-real-block-driveway-garage-before-after-160x600.jpg
real-block-driveway-garage-before-after,Real garage driveway 50/50,Driveway retargeting,real-proof,assets/images/real-work/real-block-driveway-garage-before-after.webp,1600,1060,google,display-300x600,Half page,1:2,300,600,assets/ad-exports/google/display-300x600/antsjets-real-block-driveway-garage-before-after-300x600.jpg
real-block-driveway-garage-before-after,Real garage driveway 50/50,Driveway retargeting,real-proof,assets/images/real-work/real-block-driveway-garage-before-after.webp,1600,1060,google,display-320x50,Mobile leaderboard,32:5,320,50,assets/ad-exports/google/display-320x50/antsjets-real-block-driveway-garage-before-after-320x50.jpg
driveway-large-clean-stripe-guildford,Driveway clean stripe,Driveway broad test,test-image,assets/images/ai-visuals/webp/driveway-large-clean-stripe-guildford.webp,1344,752,meta,feed-square-1080x1080,Facebook/Instagram Feed square,1:1,1080,1080,assets/ad-exports/meta/feed-square-1080x1080/antsjets-driveway-large-clean-stripe-guildford-1080x1080.jpg
driveway-large-clean-stripe-guildford,Driveway clean stripe,Driveway broad test,test-image,assets/images/ai-visuals/webp/driveway-large-clean-stripe-guildford.webp,1344,752,meta,feed-portrait-1080x1350,Facebook/Instagram Feed portrait,4:5,1080,1350,assets/ad-exports/meta/feed-portrait-1080x1350/antsjets-driveway-large-clean-stripe-guildford-1080x1350.jpg
driveway-large-clean-stripe-guildford,Driveway clean stripe,Driveway broad test,test-image,assets/images/ai-visuals/webp/driveway-large-clean-stripe-guildford.webp,1344,752,meta,stories-reels-1080x1920,Stories/Reels vertical,9:16,1080,1920,assets/ad-exports/meta/stories-reels-1080x1920/antsjets-driveway-large-clean-stripe-guildford-1080x1920.jpg
driveway-large-clean-stripe-guildford,Driveway clean stripe,Driveway broad test,test-image,assets/images/ai-visuals/webp/driveway-large-clean-stripe-guildford.webp,1344,752,meta,link-landscape-1200x628,Facebook link/ad landscape,1.91:1,1200,628,assets/ad-exports/meta/link-landscape-1200x628/antsjets-driveway-large-clean-stripe-guildford-1200x628.jpg
driveway-large-clean-stripe-guildford,Driveway clean stripe,Driveway broad test,test-image,assets/images/ai-visuals/webp/driveway-large-clean-stripe-guildford.webp,1344,752,google,landscape-1200x628,Google Ads landscape image,1.91:1,1200,628,assets/ad-exports/google/landscape-1200x628/antsjets-driveway-large-clean-stripe-guildford-1200x628.jpg
driveway-large-clean-stripe-guildford,Driveway clean stripe,Driveway broad test,test-image,assets/images/ai-visuals/webp/driveway-large-clean-stripe-guildford.webp,1344,752,google,square-1200x1200,Google Ads square image,1:1,1200,1200,assets/ad-exports/google/square-1200x1200/antsjets-driveway-large-clean-stripe-guildford-1200x1200.jpg
driveway-large-clean-stripe-guildford,Driveway clean stripe,Driveway broad test,test-image,assets/images/ai-visuals/webp/driveway-large-clean-stripe-guildford.webp,1344,752,google,portrait-960x1200,Google Ads portrait image,4:5,960,1200,assets/ad-exports/google/portrait-960x1200/antsjets-driveway-large-clean-stripe-guildford-960x1200.jpg
driveway-large-clean-stripe-guildford,Driveway clean stripe,Driveway broad test,test-image,assets/images/ai-visuals/webp/driveway-large-clean-stripe-guildford.webp,1344,752,google,display-300x250,Medium rectangle,6:5,300,250,assets/ad-exports/google/display-300x250/antsjets-driveway-large-clean-stripe-guildford-300x250.jpg
driveway-large-clean-stripe-guildford,Driveway clean stripe,Driveway broad test,test-image,assets/images/ai-visuals/webp/driveway-large-clean-stripe-guildford.webp,1344,752,google,display-728x90,Leaderboard,728:90,728,90,assets/ad-exports/google/display-728x90/antsjets-driveway-large-clean-stripe-guildford-728x90.jpg
driveway-large-clean-stripe-guildford,Driveway clean stripe,Driveway broad test,test-image,assets/images/ai-visuals/webp/driveway-large-clean-stripe-guildford.webp,1344,752,google,display-160x600,Wide skyscraper,4:15,160,600,assets/ad-exports/google/display-160x600/antsjets-driveway-large-clean-stripe-guildford-160x600.jpg
driveway-large-clean-stripe-guildford,Driveway clean stripe,Driveway broad test,test-image,assets/images/ai-visuals/webp/driveway-large-clean-stripe-guildford.webp,1344,752,google,display-300x600,Half page,1:2,300,600,assets/ad-exports/google/display-300x600/antsjets-driveway-large-clean-stripe-guildford-300x600.jpg
driveway-large-clean-stripe-guildford,Driveway clean stripe,Driveway broad test,test-image,assets/images/ai-visuals/webp/driveway-large-clean-stripe-guildford.webp,1344,752,google,display-320x50,Mobile leaderboard,32:5,320,50,assets/ad-exports/google/display-320x50/antsjets-driveway-large-clean-stripe-guildford-320x50.jpg
patio-large-garden-before-after,Patio garden before/after,Patio refresh,test-image,assets/images/ai-visuals/webp/patio-large-garden-before-after.webp,1344,752,meta,feed-square-1080x1080,Facebook/Instagram Feed square,1:1,1080,1080,assets/ad-exports/meta/feed-square-1080x1080/antsjets-patio-large-garden-before-after-1080x1080.jpg
patio-large-garden-before-after,Patio garden before/after,Patio refresh,test-image,assets/images/ai-visuals/webp/patio-large-garden-before-after.webp,1344,752,meta,feed-portrait-1080x1350,Facebook/Instagram Feed portrait,4:5,1080,1350,assets/ad-exports/meta/feed-portrait-1080x1350/antsjets-patio-large-garden-before-after-1080x1350.jpg
patio-large-garden-before-after,Patio garden before/after,Patio refresh,test-image,assets/images/ai-visuals/webp/patio-large-garden-before-after.webp,1344,752,meta,stories-reels-1080x1920,Stories/Reels vertical,9:16,1080,1920,assets/ad-exports/meta/stories-reels-1080x1920/antsjets-patio-large-garden-before-after-1080x1920.jpg
patio-large-garden-before-after,Patio garden before/after,Patio refresh,test-image,assets/images/ai-visuals/webp/patio-large-garden-before-after.webp,1344,752,meta,link-landscape-1200x628,Facebook link/ad landscape,1.91:1,1200,628,assets/ad-exports/meta/link-landscape-1200x628/antsjets-patio-large-garden-before-after-1200x628.jpg
patio-large-garden-before-after,Patio garden before/after,Patio refresh,test-image,assets/images/ai-visuals/webp/patio-large-garden-before-after.webp,1344,752,google,landscape-1200x628,Google Ads landscape image,1.91:1,1200,628,assets/ad-exports/google/landscape-1200x628/antsjets-patio-large-garden-before-after-1200x628.jpg
patio-large-garden-before-after,Patio garden before/after,Patio refresh,test-image,assets/images/ai-visuals/webp/patio-large-garden-before-after.webp,1344,752,google,square-1200x1200,Google Ads square image,1:1,1200,1200,assets/ad-exports/google/square-1200x1200/antsjets-patio-large-garden-before-after-1200x1200.jpg
patio-large-garden-before-after,Patio garden before/after,Patio refresh,test-image,assets/images/ai-visuals/webp/patio-large-garden-before-after.webp,1344,752,google,portrait-960x1200,Google Ads portrait image,4:5,960,1200,assets/ad-exports/google/portrait-960x1200/antsjets-patio-large-garden-before-after-960x1200.jpg
patio-large-garden-before-after,Patio garden before/after,Patio refresh,test-image,assets/images/ai-visuals/webp/patio-large-garden-before-after.webp,1344,752,google,display-300x250,Medium rectangle,6:5,300,250,assets/ad-exports/google/display-300x250/antsjets-patio-large-garden-before-after-300x250.jpg
patio-large-garden-before-after,Patio garden before/after,Patio refresh,test-image,assets/images/ai-visuals/webp/patio-large-garden-before-after.webp,1344,752,google,display-728x90,Leaderboard,728:90,728,90,assets/ad-exports/google/display-728x90/antsjets-patio-large-garden-before-after-728x90.jpg
patio-large-garden-before-after,Patio garden before/after,Patio refresh,test-image,assets/images/ai-visuals/webp/patio-large-garden-before-after.webp,1344,752,google,display-160x600,Wide skyscraper,4:15,160,600,assets/ad-exports/google/display-160x600/antsjets-patio-large-garden-before-after-160x600.jpg
patio-large-garden-before-after,Patio garden before/after,Patio refresh,test-image,assets/images/ai-visuals/webp/patio-large-garden-before-after.webp,1344,752,google,display-300x600,Half page,1:2,300,600,assets/ad-exports/google/display-300x600/antsjets-patio-large-garden-before-after-300x600.jpg
patio-large-garden-before-after,Patio garden before/after,Patio refresh,test-image,assets/images/ai-visuals/webp/patio-large-garden-before-after.webp,1344,752,google,display-320x50,Mobile leaderboard,32:5,320,50,assets/ad-exports/google/display-320x50/antsjets-patio-large-garden-before-after-320x50.jpg
luxury-front-block-drive,Larger Surrey driveway,Higher-value driveway,test-image,assets/images/ai-visuals/webp/luxury-front-block-drive.webp,1600,904,meta,feed-square-1080x1080,Facebook/Instagram Feed square,1:1,1080,1080,assets/ad-exports/meta/feed-square-1080x1080/antsjets-luxury-front-block-drive-1080x1080.jpg
luxury-front-block-drive,Larger Surrey driveway,Higher-value driveway,test-image,assets/images/ai-visuals/webp/luxury-front-block-drive.webp,1600,904,meta,feed-portrait-1080x1350,Facebook/Instagram Feed portrait,4:5,1080,1350,assets/ad-exports/meta/feed-portrait-1080x1350/antsjets-luxury-front-block-drive-1080x1350.jpg
luxury-front-block-drive,Larger Surrey driveway,Higher-value driveway,test-image,assets/images/ai-visuals/webp/luxury-front-block-drive.webp,1600,904,meta,stories-reels-1080x1920,Stories/Reels vertical,9:16,1080,1920,assets/ad-exports/meta/stories-reels-1080x1920/antsjets-luxury-front-block-drive-1080x1920.jpg
luxury-front-block-drive,Larger Surrey driveway,Higher-value driveway,test-image,assets/images/ai-visuals/webp/luxury-front-block-drive.webp,1600,904,meta,link-landscape-1200x628,Facebook link/ad landscape,1.91:1,1200,628,assets/ad-exports/meta/link-landscape-1200x628/antsjets-luxury-front-block-drive-1200x628.jpg
luxury-front-block-drive,Larger Surrey driveway,Higher-value driveway,test-image,assets/images/ai-visuals/webp/luxury-front-block-drive.webp,1600,904,google,landscape-1200x628,Google Ads landscape image,1.91:1,1200,628,assets/ad-exports/google/landscape-1200x628/antsjets-luxury-front-block-drive-1200x628.jpg
luxury-front-block-drive,Larger Surrey driveway,Higher-value driveway,test-image,assets/images/ai-visuals/webp/luxury-front-block-drive.webp,1600,904,google,square-1200x1200,Google Ads square image,1:1,1200,1200,assets/ad-exports/google/square-1200x1200/antsjets-luxury-front-block-drive-1200x1200.jpg
luxury-front-block-drive,Larger Surrey driveway,Higher-value driveway,test-image,assets/images/ai-visuals/webp/luxury-front-block-drive.webp,1600,904,google,portrait-960x1200,Google Ads portrait image,4:5,960,1200,assets/ad-exports/google/portrait-960x1200/antsjets-luxury-front-block-drive-960x1200.jpg
luxury-front-block-drive,Larger Surrey driveway,Higher-value driveway,test-image,assets/images/ai-visuals/webp/luxury-front-block-drive.webp,1600,904,google,display-300x250,Medium rectangle,6:5,300,250,assets/ad-exports/google/display-300x250/antsjets-luxury-front-block-drive-300x250.jpg
luxury-front-block-drive,Larger Surrey driveway,Higher-value driveway,test-image,assets/images/ai-visuals/webp/luxury-front-block-drive.webp,1600,904,google,display-728x90,Leaderboard,728:90,728,90,assets/ad-exports/google/display-728x90/antsjets-luxury-front-block-drive-728x90.jpg
luxury-front-block-drive,Larger Surrey driveway,Higher-value driveway,test-image,assets/images/ai-visuals/webp/luxury-front-block-drive.webp,1600,904,google,display-160x600,Wide skyscraper,4:15,160,600,assets/ad-exports/google/display-160x600/antsjets-luxury-front-block-drive-160x600.jpg
luxury-front-block-drive,Larger Surrey driveway,Higher-value driveway,test-image,assets/images/ai-visuals/webp/luxury-front-block-drive.webp,1600,904,google,display-300x600,Half page,1:2,300,600,assets/ad-exports/google/display-300x600/antsjets-luxury-front-block-drive-300x600.jpg
luxury-front-block-drive,Larger Surrey driveway,Higher-value driveway,test-image,assets/images/ai-visuals/webp/luxury-front-block-drive.webp,1600,904,google,display-320x50,Mobile leaderboard,32:5,320,50,assets/ad-exports/google/display-320x50/antsjets-luxury-front-block-drive-320x50.jpg
luxury-indian-sandstone-patio,Indian sandstone patio,Premium patio,test-image,assets/images/ai-visuals/webp/luxury-indian-sandstone-patio.webp,1600,904,meta,feed-square-1080x1080,Facebook/Instagram Feed square,1:1,1080,1080,assets/ad-exports/meta/feed-square-1080x1080/antsjets-luxury-indian-sandstone-patio-1080x1080.jpg
