creative_id,title,angle,tier,source,source_width,source_height,platform,format,purpose,ratio,width,height,file
commercial-bin-yard-before-after,Bin yard / service area,Commercial service yards,test-image,assets/images/ai-visuals/webp/commercial-bin-yard-before-after.webp,1600,904,google,display-300x250,Medium rectangle,6:5,300,250,assets/ad-exports/google/display-300x250/antsjets-commercial-bin-yard-before-after-300x250.jpg
commercial-bin-yard-before-after,Bin yard / service area,Commercial service yards,test-image,assets/images/ai-visuals/webp/commercial-bin-yard-before-after.webp,1600,904,google,display-728x90,Leaderboard,728:90,728,90,assets/ad-exports/google/display-728x90/antsjets-commercial-bin-yard-before-after-728x90.jpg
commercial-bin-yard-before-after,Bin yard / service area,Commercial service yards,test-image,assets/images/ai-visuals/webp/commercial-bin-yard-before-after.webp,1600,904,google,display-160x600,Wide skyscraper,4:15,160,600,assets/ad-exports/google/display-160x600/antsjets-commercial-bin-yard-before-after-160x600.jpg
commercial-bin-yard-before-after,Bin yard / service area,Commercial service yards,test-image,assets/images/ai-visuals/webp/commercial-bin-yard-before-after.webp,1600,904,google,display-300x600,Half page,1:2,300,600,assets/ad-exports/google/display-300x600/antsjets-commercial-bin-yard-before-after-300x600.jpg
commercial-bin-yard-before-after,Bin yard / service area,Commercial service yards,test-image,assets/images/ai-visuals/webp/commercial-bin-yard-before-after.webp,1600,904,google,display-320x50,Mobile leaderboard,32:5,320,50,assets/ad-exports/google/display-320x50/antsjets-commercial-bin-yard-before-after-320x50.jpg
commercial-school-playground-before-after,School paved areas,Schools/community,test-image,assets/images/ai-visuals/webp/commercial-school-playground-before-after.webp,1600,904,meta,feed-square-1080x1080,Facebook/Instagram Feed square,1:1,1080,1080,assets/ad-exports/meta/feed-square-1080x1080/antsjets-commercial-school-playground-before-after-1080x1080.jpg
commercial-school-playground-before-after,School paved areas,Schools/community,test-image,assets/images/ai-visuals/webp/commercial-school-playground-before-after.webp,1600,904,meta,feed-portrait-1080x1350,Facebook/Instagram Feed portrait,4:5,1080,1350,assets/ad-exports/meta/feed-portrait-1080x1350/antsjets-commercial-school-playground-before-after-1080x1350.jpg
commercial-school-playground-before-after,School paved areas,Schools/community,test-image,assets/images/ai-visuals/webp/commercial-school-playground-before-after.webp,1600,904,meta,stories-reels-1080x1920,Stories/Reels vertical,9:16,1080,1920,assets/ad-exports/meta/stories-reels-1080x1920/antsjets-commercial-school-playground-before-after-1080x1920.jpg
commercial-school-playground-before-after,School paved areas,Schools/community,test-image,assets/images/ai-visuals/webp/commercial-school-playground-before-after.webp,1600,904,meta,link-landscape-1200x628,Facebook link/ad landscape,1.91:1,1200,628,assets/ad-exports/meta/link-landscape-1200x628/antsjets-commercial-school-playground-before-after-1200x628.jpg
commercial-school-playground-before-after,School paved areas,Schools/community,test-image,assets/images/ai-visuals/webp/commercial-school-playground-before-after.webp,1600,904,google,landscape-1200x628,Google Ads landscape image,1.91:1,1200,628,assets/ad-exports/google/landscape-1200x628/antsjets-commercial-school-playground-before-after-1200x628.jpg
commercial-school-playground-before-after,School paved areas,Schools/community,test-image,assets/images/ai-visuals/webp/commercial-school-playground-before-after.webp,1600,904,google,square-1200x1200,Google Ads square image,1:1,1200,1200,assets/ad-exports/google/square-1200x1200/antsjets-commercial-school-playground-before-after-1200x1200.jpg
commercial-school-playground-before-after,School paved areas,Schools/community,test-image,assets/images/ai-visuals/webp/commercial-school-playground-before-after.webp,1600,904,google,portrait-960x1200,Google Ads portrait image,4:5,960,1200,assets/ad-exports/google/portrait-960x1200/antsjets-commercial-school-playground-before-after-960x1200.jpg
commercial-school-playground-before-after,School paved areas,Schools/community,test-image,assets/images/ai-visuals/webp/commercial-school-playground-before-after.webp,1600,904,google,display-300x250,Medium rectangle,6:5,300,250,assets/ad-exports/google/display-300x250/antsjets-commercial-school-playground-before-after-300x250.jpg
commercial-school-playground-before-after,School paved areas,Schools/community,test-image,assets/images/ai-visuals/webp/commercial-school-playground-before-after.webp,1600,904,google,display-728x90,Leaderboard,728:90,728,90,assets/ad-exports/google/display-728x90/antsjets-commercial-school-playground-before-after-728x90.jpg
commercial-school-playground-before-after,School paved areas,Schools/community,test-image,assets/images/ai-visuals/webp/commercial-school-playground-before-after.webp,1600,904,google,display-160x600,Wide skyscraper,4:15,160,600,assets/ad-exports/google/display-160x600/antsjets-commercial-school-playground-before-after-160x600.jpg
commercial-school-playground-before-after,School paved areas,Schools/community,test-image,assets/images/ai-visuals/webp/commercial-school-playground-before-after.webp,1600,904,google,display-300x600,Half page,1:2,300,600,assets/ad-exports/google/display-300x600/antsjets-commercial-school-playground-before-after-300x600.jpg
commercial-school-playground-before-after,School paved areas,Schools/community,test-image,assets/images/ai-visuals/webp/commercial-school-playground-before-after.webp,1600,904,google,display-320x50,Mobile leaderboard,32:5,320,50,assets/ad-exports/google/display-320x50/antsjets-commercial-school-playground-before-after-320x50.jpg
patio-repointing-before-after,Patio repointing,Repair/repointing,test-image,assets/images/ai-visuals/webp/patio-repointing-before-after.webp,1600,904,meta,feed-square-1080x1080,Facebook/Instagram Feed square,1:1,1080,1080,assets/ad-exports/meta/feed-square-1080x1080/antsjets-patio-repointing-before-after-1080x1080.jpg
patio-repointing-before-after,Patio repointing,Repair/repointing,test-image,assets/images/ai-visuals/webp/patio-repointing-before-after.webp,1600,904,meta,feed-portrait-1080x1350,Facebook/Instagram Feed portrait,4:5,1080,1350,assets/ad-exports/meta/feed-portrait-1080x1350/antsjets-patio-repointing-before-after-1080x1350.jpg
patio-repointing-before-after,Patio repointing,Repair/repointing,test-image,assets/images/ai-visuals/webp/patio-repointing-before-after.webp,1600,904,meta,stories-reels-1080x1920,Stories/Reels vertical,9:16,1080,1920,assets/ad-exports/meta/stories-reels-1080x1920/antsjets-patio-repointing-before-after-1080x1920.jpg
patio-repointing-before-after,Patio repointing,Repair/repointing,test-image,assets/images/ai-visuals/webp/patio-repointing-before-after.webp,1600,904,meta,link-landscape-1200x628,Facebook link/ad landscape,1.91:1,1200,628,assets/ad-exports/meta/link-landscape-1200x628/antsjets-patio-repointing-before-after-1200x628.jpg
patio-repointing-before-after,Patio repointing,Repair/repointing,test-image,assets/images/ai-visuals/webp/patio-repointing-before-after.webp,1600,904,google,landscape-1200x628,Google Ads landscape image,1.91:1,1200,628,assets/ad-exports/google/landscape-1200x628/antsjets-patio-repointing-before-after-1200x628.jpg
patio-repointing-before-after,Patio repointing,Repair/repointing,test-image,assets/images/ai-visuals/webp/patio-repointing-before-after.webp,1600,904,google,square-1200x1200,Google Ads square image,1:1,1200,1200,assets/ad-exports/google/square-1200x1200/antsjets-patio-repointing-before-after-1200x1200.jpg
patio-repointing-before-after,Patio repointing,Repair/repointing,test-image,assets/images/ai-visuals/webp/patio-repointing-before-after.webp,1600,904,google,portrait-960x1200,Google Ads portrait image,4:5,960,1200,assets/ad-exports/google/portrait-960x1200/antsjets-patio-repointing-before-after-960x1200.jpg
patio-repointing-before-after,Patio repointing,Repair/repointing,test-image,assets/images/ai-visuals/webp/patio-repointing-before-after.webp,1600,904,google,display-300x250,Medium rectangle,6:5,300,250,assets/ad-exports/google/display-300x250/antsjets-patio-repointing-before-after-300x250.jpg
patio-repointing-before-after,Patio repointing,Repair/repointing,test-image,assets/images/ai-visuals/webp/patio-repointing-before-after.webp,1600,904,google,display-728x90,Leaderboard,728:90,728,90,assets/ad-exports/google/display-728x90/antsjets-patio-repointing-before-after-728x90.jpg
patio-repointing-before-after,Patio repointing,Repair/repointing,test-image,assets/images/ai-visuals/webp/patio-repointing-before-after.webp,1600,904,google,display-160x600,Wide skyscraper,4:15,160,600,assets/ad-exports/google/display-160x600/antsjets-patio-repointing-before-after-160x600.jpg
patio-repointing-before-after,Patio repointing,Repair/repointing,test-image,assets/images/ai-visuals/webp/patio-repointing-before-after.webp,1600,904,google,display-300x600,Half page,1:2,300,600,assets/ad-exports/google/display-300x600/antsjets-patio-repointing-before-after-300x600.jpg
patio-repointing-before-after,Patio repointing,Repair/repointing,test-image,assets/images/ai-visuals/webp/patio-repointing-before-after.webp,1600,904,google,display-320x50,Mobile leaderboard,32:5,320,50,assets/ad-exports/google/display-320x50/antsjets-patio-repointing-before-after-320x50.jpg
patio-repair-loose-slabs-before-after,Patio repair,Loose slabs,test-image,assets/images/ai-visuals/webp/patio-repair-loose-slabs-before-after.webp,1600,904,meta,feed-square-1080x1080,Facebook/Instagram Feed square,1:1,1080,1080,assets/ad-exports/meta/feed-square-1080x1080/antsjets-patio-repair-loose-slabs-before-after-1080x1080.jpg
patio-repair-loose-slabs-before-after,Patio repair,Loose slabs,test-image,assets/images/ai-visuals/webp/patio-repair-loose-slabs-before-after.webp,1600,904,meta,feed-portrait-1080x1350,Facebook/Instagram Feed portrait,4:5,1080,1350,assets/ad-exports/meta/feed-portrait-1080x1350/antsjets-patio-repair-loose-slabs-before-after-1080x1350.jpg
patio-repair-loose-slabs-before-after,Patio repair,Loose slabs,test-image,assets/images/ai-visuals/webp/patio-repair-loose-slabs-before-after.webp,1600,904,meta,stories-reels-1080x1920,Stories/Reels vertical,9:16,1080,1920,assets/ad-exports/meta/stories-reels-1080x1920/antsjets-patio-repair-loose-slabs-before-after-1080x1920.jpg
patio-repair-loose-slabs-before-after,Patio repair,Loose slabs,test-image,assets/images/ai-visuals/webp/patio-repair-loose-slabs-before-after.webp,1600,904,meta,link-landscape-1200x628,Facebook link/ad landscape,1.91:1,1200,628,assets/ad-exports/meta/link-landscape-1200x628/antsjets-patio-repair-loose-slabs-before-after-1200x628.jpg
patio-repair-loose-slabs-before-after,Patio repair,Loose slabs,test-image,assets/images/ai-visuals/webp/patio-repair-loose-slabs-before-after.webp,1600,904,google,landscape-1200x628,Google Ads landscape image,1.91:1,1200,628,assets/ad-exports/google/landscape-1200x628/antsjets-patio-repair-loose-slabs-before-after-1200x628.jpg
patio-repair-loose-slabs-before-after,Patio repair,Loose slabs,test-image,assets/images/ai-visuals/webp/patio-repair-loose-slabs-before-after.webp,1600,904,google,square-1200x1200,Google Ads square image,1:1,1200,1200,assets/ad-exports/google/square-1200x1200/antsjets-patio-repair-loose-slabs-before-after-1200x1200.jpg
patio-repair-loose-slabs-before-after,Patio repair,Loose slabs,test-image,assets/images/ai-visuals/webp/patio-repair-loose-slabs-before-after.webp,1600,904,google,portrait-960x1200,Google Ads portrait image,4:5,960,1200,assets/ad-exports/google/portrait-960x1200/antsjets-patio-repair-loose-slabs-before-after-960x1200.jpg
patio-repair-loose-slabs-before-after,Patio repair,Loose slabs,test-image,assets/images/ai-visuals/webp/patio-repair-loose-slabs-before-after.webp,1600,904,google,display-300x250,Medium rectangle,6:5,300,250,assets/ad-exports/google/display-300x250/antsjets-patio-repair-loose-slabs-before-after-300x250.jpg
patio-repair-loose-slabs-before-after,Patio repair,Loose slabs,test-image,assets/images/ai-visuals/webp/patio-repair-loose-slabs-before-after.webp,1600,904,google,display-728x90,Leaderboard,728:90,728,90,assets/ad-exports/google/display-728x90/antsjets-patio-repair-loose-slabs-before-after-728x90.jpg
patio-repair-loose-slabs-before-after,Patio repair,Loose slabs,test-image,assets/images/ai-visuals/webp/patio-repair-loose-slabs-before-after.webp,1600,904,google,display-160x600,Wide skyscraper,4:15,160,600,assets/ad-exports/google/display-160x600/antsjets-patio-repair-loose-slabs-before-after-160x600.jpg
patio-repair-loose-slabs-before-after,Patio repair,Loose slabs,test-image,assets/images/ai-visuals/webp/patio-repair-loose-slabs-before-after.webp,1600,904,google,display-300x600,Half page,1:2,300,600,assets/ad-exports/google/display-300x600/antsjets-patio-repair-loose-slabs-before-after-300x600.jpg
patio-repair-loose-slabs-before-after,Patio repair,Loose slabs,test-image,assets/images/ai-visuals/webp/patio-repair-loose-slabs-before-after.webp,1600,904,google,display-320x50,Mobile leaderboard,32:5,320,50,assets/ad-exports/google/display-320x50/antsjets-patio-repair-loose-slabs-before-after-320x50.jpg
paving-repointing-path-before-after,Paving repointing,Paving joints,test-image,assets/images/ai-visuals/webp/paving-repointing-path-before-after.webp,1600,904,meta,feed-square-1080x1080,Facebook/Instagram Feed square,1:1,1080,1080,assets/ad-exports/meta/feed-square-1080x1080/antsjets-paving-repointing-path-before-after-1080x1080.jpg
paving-repointing-path-before-after,Paving repointing,Paving joints,test-image,assets/images/ai-visuals/webp/paving-repointing-path-before-after.webp,1600,904,meta,feed-portrait-1080x1350,Facebook/Instagram Feed portrait,4:5,1080,1350,assets/ad-exports/meta/feed-portrait-1080x1350/antsjets-paving-repointing-path-before-after-1080x1350.jpg
paving-repointing-path-before-after,Paving repointing,Paving joints,test-image,assets/images/ai-visuals/webp/paving-repointing-path-before-after.webp,1600,904,meta,stories-reels-1080x1920,Stories/Reels vertical,9:16,1080,1920,assets/ad-exports/meta/stories-reels-1080x1920/antsjets-paving-repointing-path-before-after-1080x1920.jpg
paving-repointing-path-before-after,Paving repointing,Paving joints,test-image,assets/images/ai-visuals/webp/paving-repointing-path-before-after.webp,1600,904,meta,link-landscape-1200x628,Facebook link/ad landscape,1.91:1,1200,628,assets/ad-exports/meta/link-landscape-1200x628/antsjets-paving-repointing-path-before-after-1200x628.jpg
paving-repointing-path-before-after,Paving repointing,Paving joints,test-image,assets/images/ai-visuals/webp/paving-repointing-path-before-after.webp,1600,904,google,landscape-1200x628,Google Ads landscape image,1.91:1,1200,628,assets/ad-exports/google/landscape-1200x628/antsjets-paving-repointing-path-before-after-1200x628.jpg
paving-repointing-path-before-after,Paving repointing,Paving joints,test-image,assets/images/ai-visuals/webp/paving-repointing-path-before-after.webp,1600,904,google,square-1200x1200,Google Ads square image,1:1,1200,1200,assets/ad-exports/google/square-1200x1200/antsjets-paving-repointing-path-before-after-1200x1200.jpg
paving-repointing-path-before-after,Paving repointing,Paving joints,test-image,assets/images/ai-visuals/webp/paving-repointing-path-before-after.webp,1600,904,google,portrait-960x1200,Google Ads portrait image,4:5,960,1200,assets/ad-exports/google/portrait-960x1200/antsjets-paving-repointing-path-before-after-960x1200.jpg
paving-repointing-path-before-after,Paving repointing,Paving joints,test-image,assets/images/ai-visuals/webp/paving-repointing-path-before-after.webp,1600,904,google,display-300x250,Medium rectangle,6:5,300,250,assets/ad-exports/google/display-300x250/antsjets-paving-repointing-path-before-after-300x250.jpg
paving-repointing-path-before-after,Paving repointing,Paving joints,test-image,assets/images/ai-visuals/webp/paving-repointing-path-before-after.webp,1600,904,google,display-728x90,Leaderboard,728:90,728,90,assets/ad-exports/google/display-728x90/antsjets-paving-repointing-path-before-after-728x90.jpg
paving-repointing-path-before-after,Paving repointing,Paving joints,test-image,assets/images/ai-visuals/webp/paving-repointing-path-before-after.webp,1600,904,google,display-160x600,Wide skyscraper,4:15,160,600,assets/ad-exports/google/display-160x600/antsjets-paving-repointing-path-before-after-160x600.jpg
paving-repointing-path-before-after,Paving repointing,Paving joints,test-image,assets/images/ai-visuals/webp/paving-repointing-path-before-after.webp,1600,904,google,display-300x600,Half page,1:2,300,600,assets/ad-exports/google/display-300x600/antsjets-paving-repointing-path-before-after-300x600.jpg
paving-repointing-path-before-after,Paving repointing,Paving joints,test-image,assets/images/ai-visuals/webp/paving-repointing-path-before-after.webp,1600,904,google,display-320x50,Mobile leaderboard,32:5,320,50,assets/ad-exports/google/display-320x50/antsjets-paving-repointing-path-before-after-320x50.jpg
high-pressure-jet-washing-clean-stripe,High-pressure clean stripe,Close-up proof,test-image,assets/images/ai-visuals/webp/high-pressure-jet-washing-clean-stripe.webp,1600,904,meta,feed-square-1080x1080,Facebook/Instagram Feed square,1:1,1080,1080,assets/ad-exports/meta/feed-square-1080x1080/antsjets-high-pressure-jet-washing-clean-stripe-1080x1080.jpg
high-pressure-jet-washing-clean-stripe,High-pressure clean stripe,Close-up proof,test-image,assets/images/ai-visuals/webp/high-pressure-jet-washing-clean-stripe.webp,1600,904,meta,feed-portrait-1080x1350,Facebook/Instagram Feed portrait,4:5,1080,1350,assets/ad-exports/meta/feed-portrait-1080x1350/antsjets-high-pressure-jet-washing-clean-stripe-1080x1350.jpg
high-pressure-jet-washing-clean-stripe,High-pressure clean stripe,Close-up proof,test-image,assets/images/ai-visuals/webp/high-pressure-jet-washing-clean-stripe.webp,1600,904,meta,stories-reels-1080x1920,Stories/Reels vertical,9:16,1080,1920,assets/ad-exports/meta/stories-reels-1080x1920/antsjets-high-pressure-jet-washing-clean-stripe-1080x1920.jpg
high-pressure-jet-washing-clean-stripe,High-pressure clean stripe,Close-up proof,test-image,assets/images/ai-visuals/webp/high-pressure-jet-washing-clean-stripe.webp,1600,904,meta,link-landscape-1200x628,Facebook link/ad landscape,1.91:1,1200,628,assets/ad-exports/meta/link-landscape-1200x628/antsjets-high-pressure-jet-washing-clean-stripe-1200x628.jpg
high-pressure-jet-washing-clean-stripe,High-pressure clean stripe,Close-up proof,test-image,assets/images/ai-visuals/webp/high-pressure-jet-washing-clean-stripe.webp,1600,904,google,landscape-1200x628,Google Ads landscape image,1.91:1,1200,628,assets/ad-exports/google/landscape-1200x628/antsjets-high-pressure-jet-washing-clean-stripe-1200x628.jpg
high-pressure-jet-washing-clean-stripe,High-pressure clean stripe,Close-up proof,test-image,assets/images/ai-visuals/webp/high-pressure-jet-washing-clean-stripe.webp,1600,904,google,square-1200x1200,Google Ads square image,1:1,1200,1200,assets/ad-exports/google/square-1200x1200/antsjets-high-pressure-jet-washing-clean-stripe-1200x1200.jpg
high-pressure-jet-washing-clean-stripe,High-pressure clean stripe,Close-up proof,test-image,assets/images/ai-visuals/webp/high-pressure-jet-washing-clean-stripe.webp,1600,904,google,portrait-960x1200,Google Ads portrait image,4:5,960,1200,assets/ad-exports/google/portrait-960x1200/antsjets-high-pressure-jet-washing-clean-stripe-960x1200.jpg
high-pressure-jet-washing-clean-stripe,High-pressure clean stripe,Close-up proof,test-image,assets/images/ai-visuals/webp/high-pressure-jet-washing-clean-stripe.webp,1600,904,google,display-300x250,Medium rectangle,6:5,300,250,assets/ad-exports/google/display-300x250/antsjets-high-pressure-jet-washing-clean-stripe-300x250.jpg
high-pressure-jet-washing-clean-stripe,High-pressure clean stripe,Close-up proof,test-image,assets/images/ai-visuals/webp/high-pressure-jet-washing-clean-stripe.webp,1600,904,google,display-728x90,Leaderboard,728:90,728,90,assets/ad-exports/google/display-728x90/antsjets-high-pressure-jet-washing-clean-stripe-728x90.jpg
high-pressure-jet-washing-clean-stripe,High-pressure clean stripe,Close-up proof,test-image,assets/images/ai-visuals/webp/high-pressure-jet-washing-clean-stripe.webp,1600,904,google,display-160x600,Wide skyscraper,4:15,160,600,assets/ad-exports/google/display-160x600/antsjets-high-pressure-jet-washing-clean-stripe-160x600.jpg
high-pressure-jet-washing-clean-stripe,High-pressure clean stripe,Close-up proof,test-image,assets/images/ai-visuals/webp/high-pressure-jet-washing-clean-stripe.webp,1600,904,google,display-300x600,Half page,1:2,300,600,assets/ad-exports/google/display-300x600/antsjets-high-pressure-jet-washing-clean-stripe-300x600.jpg
high-pressure-jet-washing-clean-stripe,High-pressure clean stripe,Close-up proof,test-image,assets/images/ai-visuals/webp/high-pressure-jet-washing-clean-stripe.webp,1600,904,google,display-320x50,Mobile leaderboard,32:5,320,50,assets/ad-exports/google/display-320x50/antsjets-high-pressure-jet-washing-clean-stripe-320x50.jpg
roof-cleaning-moss-before-after,Roof moss clean,Roof cleaning,test-image,assets/images/ai-visuals/webp/roof-cleaning-moss-before-after.webp,1600,904,meta,feed-square-1080x1080,Facebook/Instagram Feed square,1:1,1080,1080,assets/ad-exports/meta/feed-square-1080x1080/antsjets-roof-cleaning-moss-before-after-1080x1080.jpg
roof-cleaning-moss-before-after,Roof moss clean,Roof cleaning,test-image,assets/images/ai-visuals/webp/roof-cleaning-moss-before-after.webp,1600,904,meta,feed-portrait-1080x1350,Facebook/Instagram Feed portrait,4:5,1080,1350,assets/ad-exports/meta/feed-portrait-1080x1350/antsjets-roof-cleaning-moss-before-after-1080x1350.jpg
roof-cleaning-moss-before-after,Roof moss clean,Roof cleaning,test-image,assets/images/ai-visuals/webp/roof-cleaning-moss-before-after.webp,1600,904,meta,stories-reels-1080x1920,Stories/Reels vertical,9:16,1080,1920,assets/ad-exports/meta/stories-reels-1080x1920/antsjets-roof-cleaning-moss-before-after-1080x1920.jpg
roof-cleaning-moss-before-after,Roof moss clean,Roof cleaning,test-image,assets/images/ai-visuals/webp/roof-cleaning-moss-before-after.webp,1600,904,meta,link-landscape-1200x628,Facebook link/ad landscape,1.91:1,1200,628,assets/ad-exports/meta/link-landscape-1200x628/antsjets-roof-cleaning-moss-before-after-1200x628.jpg
roof-cleaning-moss-before-after,Roof moss clean,Roof cleaning,test-image,assets/images/ai-visuals/webp/roof-cleaning-moss-before-after.webp,1600,904,google,landscape-1200x628,Google Ads landscape image,1.91:1,1200,628,assets/ad-exports/google/landscape-1200x628/antsjets-roof-cleaning-moss-before-after-1200x628.jpg
roof-cleaning-moss-before-after,Roof moss clean,Roof cleaning,test-image,assets/images/ai-visuals/webp/roof-cleaning-moss-before-after.webp,1600,904,google,square-1200x1200,Google Ads square image,1:1,1200,1200,assets/ad-exports/google/square-1200x1200/antsjets-roof-cleaning-moss-before-after-1200x1200.jpg
roof-cleaning-moss-before-after,Roof moss clean,Roof cleaning,test-image,assets/images/ai-visuals/webp/roof-cleaning-moss-before-after.webp,1600,904,google,portrait-960x1200,Google Ads portrait image,4:5,960,1200,assets/ad-exports/google/portrait-960x1200/antsjets-roof-cleaning-moss-before-after-960x1200.jpg
roof-cleaning-moss-before-after,Roof moss clean,Roof cleaning,test-image,assets/images/ai-visuals/webp/roof-cleaning-moss-before-after.webp,1600,904,google,display-300x250,Medium rectangle,6:5,300,250,assets/ad-exports/google/display-300x250/antsjets-roof-cleaning-moss-before-after-300x250.jpg
roof-cleaning-moss-before-after,Roof moss clean,Roof cleaning,test-image,assets/images/ai-visuals/webp/roof-cleaning-moss-before-after.webp,1600,904,google,display-728x90,Leaderboard,728:90,728,90,assets/ad-exports/google/display-728x90/antsjets-roof-cleaning-moss-before-after-728x90.jpg
roof-cleaning-moss-before-after,Roof moss clean,Roof cleaning,test-image,assets/images/ai-visuals/webp/roof-cleaning-moss-before-after.webp,1600,904,google,display-160x600,Wide skyscraper,4:15,160,600,assets/ad-exports/google/display-160x600/antsjets-roof-cleaning-moss-before-after-160x600.jpg
roof-cleaning-moss-before-after,Roof moss clean,Roof cleaning,test-image,assets/images/ai-visuals/webp/roof-cleaning-moss-before-after.webp,1600,904,google,display-300x600,Half page,1:2,300,600,assets/ad-exports/google/display-300x600/antsjets-roof-cleaning-moss-before-after-300x600.jpg
roof-cleaning-moss-before-after,Roof moss clean,Roof cleaning,test-image,assets/images/ai-visuals/webp/roof-cleaning-moss-before-after.webp,1600,904,google,display-320x50,Mobile leaderboard,32:5,320,50,assets/ad-exports/google/display-320x50/antsjets-roof-cleaning-moss-before-after-320x50.jpg
gutter-clearing-before-after,Gutter clearing,Guttering,test-image,assets/images/ai-visuals/webp/gutter-clearing-before-after.webp,1600,904,meta,feed-square-1080x1080,Facebook/Instagram Feed square,1:1,1080,1080,assets/ad-exports/meta/feed-square-1080x1080/antsjets-gutter-clearing-before-after-1080x1080.jpg
gutter-clearing-before-after,Gutter clearing,Guttering,test-image,assets/images/ai-visuals/webp/gutter-clearing-before-after.webp,1600,904,meta,feed-portrait-1080x1350,Facebook/Instagram Feed portrait,4:5,1080,1350,assets/ad-exports/meta/feed-portrait-1080x1350/antsjets-gutter-clearing-before-after-1080x1350.jpg
gutter-clearing-before-after,Gutter clearing,Guttering,test-image,assets/images/ai-visuals/webp/gutter-clearing-before-after.webp,1600,904,meta,stories-reels-1080x1920,Stories/Reels vertical,9:16,1080,1920,assets/ad-exports/meta/stories-reels-1080x1920/antsjets-gutter-clearing-before-after-1080x1920.jpg
gutter-clearing-before-after,Gutter clearing,Guttering,test-image,assets/images/ai-visuals/webp/gutter-clearing-before-after.webp,1600,904,meta,link-landscape-1200x628,Facebook link/ad landscape,1.91:1,1200,628,assets/ad-exports/meta/link-landscape-1200x628/antsjets-gutter-clearing-before-after-1200x628.jpg
gutter-clearing-before-after,Gutter clearing,Guttering,test-image,assets/images/ai-visuals/webp/gutter-clearing-before-after.webp,1600,904,google,landscape-1200x628,Google Ads landscape image,1.91:1,1200,628,assets/ad-exports/google/landscape-1200x628/antsjets-gutter-clearing-before-after-1200x628.jpg
gutter-clearing-before-after,Gutter clearing,Guttering,test-image,assets/images/ai-visuals/webp/gutter-clearing-before-after.webp,1600,904,google,square-1200x1200,Google Ads square image,1:1,1200,1200,assets/ad-exports/google/square-1200x1200/antsjets-gutter-clearing-before-after-1200x1200.jpg
gutter-clearing-before-after,Gutter clearing,Guttering,test-image,assets/images/ai-visuals/webp/gutter-clearing-before-after.webp,1600,904,google,portrait-960x1200,Google Ads portrait image,4:5,960,1200,assets/ad-exports/google/portrait-960x1200/antsjets-gutter-clearing-before-after-960x1200.jpg
gutter-clearing-before-after,Gutter clearing,Guttering,test-image,assets/images/ai-visuals/webp/gutter-clearing-before-after.webp,1600,904,google,display-300x250,Medium rectangle,6:5,300,250,assets/ad-exports/google/display-300x250/antsjets-gutter-clearing-before-after-300x250.jpg
gutter-clearing-before-after,Gutter clearing,Guttering,test-image,assets/images/ai-visuals/webp/gutter-clearing-before-after.webp,1600,904,google,display-728x90,Leaderboard,728:90,728,90,assets/ad-exports/google/display-728x90/antsjets-gutter-clearing-before-after-728x90.jpg
gutter-clearing-before-after,Gutter clearing,Guttering,test-image,assets/images/ai-visuals/webp/gutter-clearing-before-after.webp,1600,904,google,display-160x600,Wide skyscraper,4:15,160,600,assets/ad-exports/google/display-160x600/antsjets-gutter-clearing-before-after-160x600.jpg
gutter-clearing-before-after,Gutter clearing,Guttering,test-image,assets/images/ai-visuals/webp/gutter-clearing-before-after.webp,1600,904,google,display-300x600,Half page,1:2,300,600,assets/ad-exports/google/display-300x600/antsjets-gutter-clearing-before-after-300x600.jpg
gutter-clearing-before-after,Gutter clearing,Guttering,test-image,assets/images/ai-visuals/webp/gutter-clearing-before-after.webp,1600,904,google,display-320x50,Mobile leaderboard,32:5,320,50,assets/ad-exports/google/display-320x50/antsjets-gutter-clearing-before-after-320x50.jpg
